Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
4048,ORD04048,08-12-2025,North,,Corporate,Office Supplies,Headphones,10,99,0,990,144.81
4049,ORD04049,21-05-2024,West,,Consumer,Electronics,Phone,8,999,0,7992,1745.61
4050,ORD04050,26-11-2025,north,,Consumer,Office Supplies,Headphones,6,799,0,4794,949.13
4051,ORD04051,14-04-2024,North,,Home Office,Furniture,Monitor,2,99,0,198,40.54
4052,ORD04052,21-01-2025,north,,Corporate,Office Supplies,Tablet,6,299,,1794,313.75
4053,ORD04053,15-10-2025,WEST,,Home Office,Electronics,Tablet,9,149,0,1341,332.19
4054,ORD04054,22-05-2024,north,,Consumer,Furniture,Laptop,9,499,,4491,794
4055,ORD04055,06-06-2025,West,CUST2462,Consumer,Electronics,Headphones,3,999,0.15,2547.45,566.74
4056,ORD04056,01-11-2025,South,,Corporate,Furniture,Chair,5,799,0,3995,749.97
4057,ORD04057,12-12-2025,East,,Home Office,Furniture,Desk,8,199,,1592,391.58
4058,ORD04058,05-12-2025,WEST,,Corporate,Electronics,Monitor,7,499,,3493,232.95
4059,ORD04059,15-09-2024,East,,Corporate,Office Supplies,Laptop,2,999,0,1998,363.29
4060,ORD04060,15-04-2024,north,CUST2339,Home Office,Electronics,Laptop,4,149,,596,41.14
4061,ORD04061,26-08-2024,WEST,,Consumer,Office Supplies,Monitor,6,799,,4794,1012.91
4062,ORD04062,29-06-2024,north,,Corporate,Electronics,Phone,5,499,0.15,2120.75,305.38
4063,ORD04063,06-06-2025,North,,Corporate,Office Supplies,Tablet,10,99,0.05,940.5,225.96
4064,ORD04064,09-10-2024,north,,Corporate,Electronics,Headphones,8,299,0.15,2033.2,422.25
4065,ORD04065,16-07-2025,North,,Consumer,Office Supplies,Tablet,7,199,0.1,1253.7,221.48
4066,ORD04066,20-09-2025,North,,Corporate,Office Supplies,Headphones,2,199,0.05,378.1,97.8
4067,ORD04067,05-05-2025,South,,Corporate,Electronics,Chair,7,199,0.05,1323.35,191.25
4068,ORD04068,22-03-2024,East,,Corporate,Furniture,Phone,5,99,0.15,420.75,81.92
4069,ORD04069,14-06-2025,north,CUST1399,Home Office,Office Supplies,Desk,10,499,0.1,4491,270.4
4070,ORD04070,06-12-2025,North,,Home Office,Office Supplies,Tablet,2,499,0,998,114.07
4071,ORD04071,11-09-2025,South,CUST1159,Home Office,Furniture,Laptop,4,499,0.1,1796.4,490.04
4072,ORD04072,13-09-2024,north,,Home Office,Electronics,Tablet,3,99,,297,85.44
4073,ORD04073,28-07-2025,north,,Corporate,Furniture,Headphones,3,149,0.15,379.95,73.21
4074,ORD04074,06-06-2025,East,CUST1903,Consumer,Furniture,Phone,6,299,0.1,1614.6,386.89
4075,ORD04075,20-12-2024,East,CUST2814,Home Office,Office Supplies,Desk,1,149,0,149,36.51
4076,ORD04076,30-07-2025,north,,Consumer,Furniture,Desk,4,149,,596,139.83
4077,ORD04077,08-04-2024,South,,Home Office,Furniture,Chair,4,299,0.05,1136.2,195.44
4078,ORD04078,02-12-2024,South,,Home Office,Office Supplies,Laptop,7,499,0.1,3143.7,303.49
4079,ORD04079,01-10-2025,South,,Corporate,Electronics,Desk,5,999,0,4995,1327.57
4080,ORD04080,02-02-2024,north,,Consumer,Furniture,Chair,7,799,0.05,5313.35,1345.17
4081,ORD04081,05-06-2024,North,,Home Office,Electronics,Tablet,9,799,0.1,6471.9,698.72
4082,ORD04082,12-08-2025,West,,Home Office,Furniture,Chair,5,199,0,995,55.39
4083,ORD04083,14-03-2024,South,,Home Office,Office Supplies,Headphones,4,149,0,596,58.68
4084,ORD04084,01-09-2024,WEST,CUST2074,Corporate,Office Supplies,Phone,6,149,0.05,849.3,170.62
4085,ORD04085,15-04-2024,East,,Home Office,Office Supplies,Chair,7,199,0.1,1253.7,262.39
4086,ORD04086,23-12-2025,WEST,,Corporate,Furniture,Tablet,6,499,,2994,366.22
4087,ORD04087,22-12-2025,North,CUST1900,Corporate,Electronics,Headphones,9,199,0,1791,177.15
4088,ORD04088,24-08-2024,North,,Home Office,Office Supplies,Tablet,3,199,0,597,136.14
4089,ORD04089,05-01-2025,WEST,,Corporate,Furniture,Chair,1,799,0.05,759.05,182.02
4090,ORD04090,27-04-2025,South,,Consumer,Electronics,Laptop,9,299,0.05,2556.45,485.4
4091,ORD04091,04-01-2024,north,,Consumer,Furniture,Phone,6,999,0.15,5094.9,1168.09
4092,ORD04092,05-08-2024,North,CUST1925,Corporate,Electronics,Printer,6,499,0.05,2844.3,166.63
4093,ORD04093,14-07-2025,WEST,,Corporate,Furniture,Headphones,5,99,0,495,130.14
4094,ORD04094,20-04-2025,WEST,,Home Office,Electronics,Tablet,1,299,0,299,29.63
4095,ORD04095,03-11-2025,North,CUST2555,Home Office,Furniture,Chair,10,99,0.05,940.5,111.83
4096,ORD04096,15-08-2025,East,,Consumer,Electronics,Chair,9,99,0,891,182.65
4097,ORD04097,26-07-2025,WEST,,Home Office,Office Supplies,Desk,7,299,0,2093,181.72
4098,ORD04098,16-07-2024,East,,Corporate,Electronics,Desk,3,299,0,897,228.46
4099,ORD04099,11-06-2024,north,,Home Office,Office Supplies,Monitor,1,99,,99,11.61
4100,ORD04100,12-11-2025,North,,Home Office,Furniture,Tablet,7,299,0,2093,556.8
4101,ORD04101,18-02-2025,North,CUST1742,Consumer,Office Supplies,Monitor,9,999,0.05,8541.45,607.94
4102,ORD04102,07-04-2025,South,CUST2580,Home Office,Electronics,Phone,10,199,0.1,1791,482.12
4103,ORD04103,08-03-2025,South,CUST1454,Corporate,Furniture,Chair,5,99,0,495,88.76
4104,ORD04104,04-04-2025,South,,Home Office,Electronics,Tablet,7,99,0.05,658.35,179.06
4105,ORD04105,02-05-2025,WEST,,Corporate,Office Supplies,Headphones,9,299,0.15,2287.35,479.94
4106,ORD04106,18-03-2025,South,,Home Office,Office Supplies,Printer,10,799,0,7990,1701.37
4107,ORD04107,09-12-2024,North,,Home Office,Office Supplies,Headphones,10,199,0.15,1691.5,356.3
4108,ORD04108,13-10-2024,East,,Corporate,Furniture,Laptop,9,149,0.15,1139.85,246.37
4109,ORD04109,22-07-2024,north,,Corporate,Electronics,Chair,6,299,,1794,328.29
4110,ORD04110,26-06-2025,South,CUST2960,Consumer,Electronics,Tablet,8,499,0.1,3592.8,1029.93
4111,ORD04111,18-01-2025,East,,Corporate,Electronics,Desk,6,99,0.1,534.6,87.35
4112,ORD04112,24-11-2024,North,,Corporate,Office Supplies,Printer,7,299,,2093,139.24
4113,ORD04113,06-05-2025,North,,Corporate,Electronics,Monitor,10,499,0,4990,329.34
4114,ORD04114,06-03-2024,South,CUST2601,Corporate,Electronics,Chair,10,199,0.15,1691.5,357.71
4115,ORD04115,27-01-2025,north,,Consumer,Electronics,Phone,8,499,0.1,3592.8,229.22
4116,ORD04116,10-03-2024,north,CUST1201,Corporate,Office Supplies,Printer,10,,0.1,1791,145.09
4117,ORD04117,03-08-2024,East,,Consumer,Office Supplies,Printer,5,149,0.05,707.75,174.62
4118,ORD04118,18-03-2024,West,CUST2778,Home Office,Electronics,Tablet,4,299,,1196,219.04
4119,ORD04119,08-01-2025,north,,Corporate,Furniture,Monitor,10,999,0.1,8991,1617.85
4120,ORD04120,21-01-2025,north,,Corporate,Furniture,Chair,1,799,,799,76.98
4121,ORD04121,14-04-2024,WEST,,Consumer,Furniture,Phone,3,999,0.15,2547.45,535.38
4122,ORD04122,27-11-2025,WEST,,Home Office,Electronics,Chair,6,299,0,1794,454.77
4123,ORD04123,30-11-2024,North,,Home Office,Office Supplies,Desk,8,499,0.05,3792.4,950.48
4124,ORD04124,22-04-2024,WEST,,Consumer,Electronics,Printer,10,99,0,990,208.04
4125,ORD04125,28-10-2024,North,CUST1920,Home Office,Office Supplies,Monitor,5,99,0.1,445.5,77.48
4126,ORD04126,24-07-2024,North,,Home Office,Office Supplies,Laptop,8,199,0.15,1353.2,354.32
4127,ORD04127,28-03-2024,North,,Home Office,Electronics,Laptop,6,199,0.1,1074.6,57.16
4128,ORD04128,28-03-2025,north,CUST2509,Consumer,Office Supplies,Phone,2,,0.15,508.3,56.13
4129,ORD04129,30-05-2024,West,,Corporate,Furniture,Headphones,4,99,0.15,336.6,18.71
4130,ORD04130,26-09-2025,South,,Consumer,Office Supplies,Phone,8,99,,792,65.8
4131,ORD04131,20-12-2025,North,,Consumer,Office Supplies,Phone,4,99,0.15,336.6,17.07
4132,ORD04132,27-01-2025,West,CUST1820,Home Office,Electronics,Monitor,8,149,0.1,1072.8,71.41
4133,ORD04133,13-03-2024,South,,Home Office,Furniture,Laptop,3,199,0.05,567.15,124.63
4134,ORD04134,13-05-2025,West,,Corporate,Office Supplies,Phone,8,999,0.15,6793.2,716.47
4135,ORD04135,28-09-2024,North,,Consumer,Electronics,Printer,7,299,0.05,1988.35,471.75
4136,ORD04136,15-07-2024,South,,Home Office,Office Supplies,Headphones,6,999,,5994,628.53
4137,ORD04137,11-09-2024,West,,Consumer,Electronics,Monitor,2,99,0,198,37.61
4138,ORD04138,29-05-2025,North,,Home Office,Office Supplies,Printer,8,799,,6392,1355
4139,ORD04139,19-03-2025,South,CUST1810,Consumer,Electronics,Chair,1,299,0.15,254.15,41.34
4140,ORD04140,15-06-2025,West,,Corporate,Office Supplies,Printer,7,799,0.15,4754.05,1004.96
4141,ORD04141,11-01-2025,West,,Home Office,Electronics,Laptop,6,199,0.15,1014.9,126.98
4142,ORD04142,02-03-2025,WEST,,Consumer,Electronics,Laptop,9,149,0.1,1206.9,324.64
4143,ORD04143,21-12-2025,South,CUST2029,Home Office,Office Supplies,Desk,3,149,0.05,424.65,105.12
4144,ORD04144,06-03-2025,West,,Corporate,Electronics,Desk,6,149,0.05,849.3,152.44
4145,ORD04145,19-09-2024,South,,Home Office,Office Supplies,Tablet,3,799,0.05,2277.15,118.05
4146,ORD04146,25-04-2025,East,,Home Office,Office Supplies,Phone,10,499,0.15,4241.5,523.35
4147,ORD04147,29-08-2025,North,,Corporate,Electronics,Chair,,499,0.15,1696.6,420.4
4148,ORD04148,02-11-2024,north,,Corporate,Furniture,Printer,3,199,0.15,507.45,76.86
4149,ORD04149,08-08-2024,East,,Consumer,Office Supplies,Printer,9,299,0.1,2421.9,211.41
4150,ORD04150,21-03-2024,West,CUST2892,Consumer,Furniture,Desk,9,99,0.1,801.9,130.85
4151,ORD04151,29-02-2024,East,,Corporate,Office Supplies,Headphones,4,149,0.15,506.6,95.88
4152,ORD04152,28-07-2025,West,CUST1460,Consumer,Office Supplies,Printer,10,99,,990,286.11
4153,ORD04153,14-08-2024,South,,Home Office,Office Supplies,Printer,9,99,0,891,70.4
4154,ORD04154,29-05-2024,north,,Consumer,Electronics,Desk,2,,0.05,1898.1,405.49
4155,ORD04155,11-02-2025,North,,Home Office,Furniture,Chair,3,299,0.05,852.15,132.28
4156,ORD04156,05-11-2024,East,CUST1366,Consumer,Furniture,Headphones,7,299,0.15,1779.05,457.81
4157,ORD04157,29-04-2025,WEST,CUST2438,Home Office,Electronics,Monitor,8,,0.1,1072.8,137.45
4158,ORD04158,03-12-2025,South,,Home Office,Furniture,Headphones,4,99,0,396,24.84
4159,ORD04159,09-03-2024,North,,Consumer,Office Supplies,Desk,3,149,0.1,402.3,45.51
4160,ORD04160,06-09-2025,north,,Corporate,Electronics,Tablet,9,149,0.15,1139.85,186.72
4161,ORD04161,23-11-2024,WEST,,Home Office,Electronics,Monitor,7,499,0.1,3143.7,266.16
4162,ORD04162,21-11-2025,West,,Consumer,Electronics,Headphones,7,999,0.1,6293.7,1746.46
4163,ORD04163,11-09-2025,South,,Home Office,Office Supplies,Printer,3,499,0.15,1272.45,176.32
4164,ORD04164,22-08-2024,North,,Home Office,Office Supplies,Laptop,2,149,0.15,253.3,44.22
4165,ORD04165,20-04-2024,South,,Home Office,Electronics,Desk,10,999,0.1,8991,2639.34
4166,ORD04166,15-07-2024,West,CUST1424,Home Office,Office Supplies,Chair,7,999,0.1,6293.7,981.95
4167,ORD04167,27-06-2025,north,CUST2862,Consumer,Electronics,Monitor,6,99,0.1,534.6,102.69
4168,ORD04168,23-01-2024,WEST,,Corporate,Electronics,Chair,8,99,0,792,196.41
4169,ORD04169,20-08-2024,North,CUST2934,Home Office,Furniture,Monitor,10,799,0.05,7590.5,2204.31
4170,ORD04170,28-06-2024,North,,Home Office,Electronics,Laptop,2,999,0.05,1898.1,196.11
4171,ORD04171,16-03-2024,West,,Home Office,Furniture,Desk,7,799,,5593,323.48
4172,ORD04172,29-08-2025,South,,Consumer,Office Supplies,Desk,3,99,0.15,252.45,43.42
4173,ORD04173,05-10-2025,West,CUST2495,Consumer,Furniture,Desk,7,999,0.05,6643.35,972.38
4174,ORD04174,10-09-2024,West,,Consumer,Furniture,Desk,8,499,0.05,3792.4,315.08
4175,ORD04175,01-10-2024,WEST,,Home Office,Office Supplies,Phone,7,199,,1393,318.9
4176,ORD04176,13-12-2025,WEST,,Home Office,Electronics,Chair,2,999,0.1,1798.2,115.62
4177,ORD04177,19-03-2025,South,,Consumer,Furniture,Tablet,4,499,0.15,1696.6,431.4
4178,ORD04178,02-10-2024,WEST,,Consumer,Electronics,Desk,5,999,0.15,4245.75,403.58
4179,ORD04179,23-12-2025,WEST,CUST2534,Consumer,Office Supplies,Chair,4,149,0,596,116.07
4180,ORD04180,16-01-2025,north,CUST2737,Home Office,Electronics,Tablet,,199,,1592,362.57
4181,ORD04181,27-06-2025,WEST,,Home Office,Electronics,Printer,10,999,0.1,8991,1228.42
4182,ORD04182,22-03-2025,North,,Consumer,Furniture,Printer,4,299,,1196,83.93
4183,ORD04183,13-05-2025,East,CUST2482,Consumer,Electronics,Printer,10,499,0.15,4241.5,820.84
4184,ORD04184,31-08-2024,north,CUST2945,Consumer,Electronics,Desk,3,99,0.15,252.45,21.73
4185,ORD04185,13-12-2025,South,,Corporate,Furniture,Desk,9,499,0,4491,238.88
4186,ORD04186,24-12-2024,north,,Consumer,Office Supplies,Tablet,9,799,,7191,2084.52
4187,ORD04187,19-11-2025,South,,Consumer,Furniture,Laptop,5,199,,995,53.78
4188,ORD04188,23-08-2025,West,,Corporate,Office Supplies,Chair,7,499,0.1,3143.7,368.85
4189,ORD04189,10-12-2025,WEST,,Corporate,Furniture,Phone,10,499,0,4990,1275.19
4190,ORD04190,19-04-2024,West,,Consumer,Electronics,Monitor,4,999,,3996,1113.92
4191,ORD04191,11-06-2025,north,,Consumer,Furniture,Headphones,4,799,0.1,2876.4,787.43
4192,ORD04192,24-12-2025,South,,Home Office,Office Supplies,Phone,8,199,0.05,1512.4,293.71
4193,ORD04193,16-11-2024,South,,Consumer,Electronics,Headphones,6,799,0.05,4554.3,964.45
4194,ORD04194,12-04-2025,South,CUST2718,Consumer,Electronics,Tablet,8,999,,7992,2211.61
4195,ORD04195,05-04-2025,South,CUST2647,Corporate,Electronics,Chair,9,999,0.1,8091.9,442.69
4196,ORD04196,14-06-2024,WEST,,Corporate,Electronics,Headphones,7,149,,1043,246.29
4197,ORD04197,29-06-2024,West,CUST2494,Consumer,Furniture,Tablet,,999,0,9990,732.04
4198,ORD04198,17-11-2024,South,,Corporate,Office Supplies,Monitor,3,499,0.15,1272.45,244.96
4199,ORD04199,19-07-2024,East,CUST1217,Corporate,Furniture,Printer,3,,0.1,402.3,57.76
4200,ORD04200,03-10-2024,North,,Home Office,Electronics,Printer,4,99,0.15,336.6,27.91
4201,ORD04201,20-03-2024,North,,Consumer,Office Supplies,Phone,9,149,,1341,251.91
4202,ORD04202,03-12-2025,North,,Consumer,Office Supplies,Headphones,9,99,0.15,757.35,72.84
4203,ORD04203,25-07-2025,WEST,,Consumer,Electronics,Desk,5,499,,2495,286.34
4204,ORD04204,28-04-2025,WEST,,Corporate,Electronics,Laptop,4,199,0.1,716.4,144.39
4205,ORD04205,13-06-2024,North,,Corporate,Electronics,Chair,5,199,0.15,845.75,148.58
4206,ORD04206,08-08-2025,East,CUST1990,Consumer,Furniture,Desk,5,799,0.05,3795.25,298.9
4207,ORD04207,18-11-2024,West,CUST2687,Home Office,Furniture,Tablet,1,799,0.1,719.1,82.78
4208,ORD04208,30-03-2025,South,CUST1894,Consumer,Office Supplies,Chair,3,299,,897,198.67
4209,ORD04209,29-06-2025,north,CUST1060,Consumer,Office Supplies,Chair,4,499,0.1,1796.4,522.65
4210,ORD04210,09-09-2025,West,,Consumer,Furniture,Printer,5,99,0.15,420.75,66.07
4211,ORD04211,22-08-2025,North,,Home Office,Office Supplies,Chair,8,99,,792,118.95
4212,ORD04212,13-03-2024,North,,Home Office,Office Supplies,Tablet,,99,,297,29.61
4213,ORD04213,20-03-2024,West,CUST1164,Corporate,Office Supplies,Chair,6,149,0.05,849.3,155.18
4214,ORD04214,04-02-2024,north,,Consumer,Electronics,Tablet,8,299,,2392,689.99
4215,ORD04215,12-12-2025,South,CUST1581,Home Office,Furniture,Monitor,9,499,0.15,3817.35,817.26
4216,ORD04216,27-10-2024,WEST,CUST2535,Consumer,Furniture,Chair,,499,0,2495,585.45
4217,ORD04217,03-05-2025,West,,Corporate,Office Supplies,Chair,6,199,0.05,1134.3,100.71
4218,ORD04218,13-11-2024,North,CUST2394,Home Office,Furniture,Tablet,9,299,,2691,615.26
4219,ORD04219,09-08-2024,WEST,,Home Office,Electronics,Phone,8,999,,7992,2079.3
4220,ORD04220,31-08-2025,north,,Corporate,Office Supplies,Printer,2,999,0.1,1798.2,197.54
4221,ORD04221,04-01-2024,north,,Home Office,Electronics,Printer,8,199,0.05,1512.4,440.38
4222,ORD04222,01-05-2024,WEST,CUST2691,Home Office,Electronics,Tablet,7,99,0.15,589.05,90.35
4223,ORD04223,12-04-2024,north,,Corporate,Office Supplies,Printer,5,499,0.05,2370.25,397.48
4224,ORD04224,16-08-2024,north,,Consumer,Furniture,Phone,5,99,0,495,118.37
4225,ORD04225,18-06-2024,South,,Corporate,Office Supplies,Monitor,4,149,0,596,177.13
4226,ORD04226,14-09-2024,North,,Consumer,Office Supplies,Desk,1,799,,799,199.77
4227,ORD04227,02-08-2025,South,CUST2554,Home Office,Furniture,Laptop,10,999,0.15,8491.5,1992.91
4228,ORD04228,09-11-2024,North,CUST1590,Home Office,Office Supplies,Headphones,6,199,,1194,117.32
4229,ORD04229,24-06-2024,WEST,,Corporate,Electronics,Tablet,1,299,0.15,254.15,29.03
4230,ORD04230,02-10-2024,north,,Corporate,Office Supplies,Monitor,8,,0.15,3393.2,691.62
4231,ORD04231,25-10-2024,North,CUST1865,Home Office,Electronics,Laptop,1,799,0.15,679.15,185.04
4232,ORD04232,09-06-2024,WEST,CUST1304,Corporate,Electronics,Desk,9,499,0,4491,583.57
4233,ORD04233,12-02-2025,West,,Consumer,Furniture,Headphones,7,199,0.05,1323.35,128.86
4234,ORD04234,20-01-2025,South,,Home Office,Electronics,Tablet,8,99,0,792,104.85
4235,ORD04235,27-05-2025,South,,Consumer,Electronics,Tablet,1,799,0.1,719.1,48.67
4236,ORD04236,19-07-2025,West,CUST1996,Consumer,Office Supplies,Laptop,10,499,0,4990,847.43
4237,ORD04237,07-07-2025,East,,Home Office,Electronics,Headphones,5,299,,1495,232.64
4238,ORD04238,21-12-2025,South,,Corporate,Electronics,Phone,9,99,0.05,846.45,166.68
4239,ORD04239,19-12-2025,East,CUST2557,Home Office,Furniture,Tablet,9,,0.05,6831.45,1112.24
4240,ORD04240,19-03-2024,north,CUST2163,Home Office,Furniture,Chair,6,999,0.1,5394.6,543.6
4241,ORD04241,22-02-2024,WEST,CUST2564,Consumer,Office Supplies,Tablet,8,799,,6392,835.18
4242,ORD04242,07-06-2024,South,,Consumer,Electronics,Chair,5,799,0,3995,429.17
4243,ORD04243,22-02-2025,North,,Home Office,Furniture,Chair,3,799,,2397,152.11
4244,ORD04244,22-03-2025,South,CUST2445,Corporate,Office Supplies,Headphones,8,199,,1592,140.68
4245,ORD04245,18-07-2025,South,,Corporate,Electronics,Laptop,6,149,,894,107.17
4246,ORD04246,19-05-2025,West,CUST2889,Consumer,Office Supplies,Monitor,4,799,0,3196,865.44
4247,ORD04247,14-08-2025,East,CUST2205,Consumer,Furniture,Printer,5,199,0,995,204.71
4248,ORD04248,03-09-2025,South,,Home Office,Furniture,Printer,9,299,,2691,299.66
4249,ORD04249,02-01-2024,North,,Corporate,Furniture,Monitor,3,799,0.1,2157.3,256.79
4250,ORD04250,25-10-2024,North,CUST2596,Home Office,Furniture,Printer,1,199,0,199,29.17
4251,ORD04251,18-04-2025,North,CUST2654,Corporate,Furniture,Printer,2,799,,1598,475.25
4252,ORD04252,27-03-2024,North,,Consumer,Electronics,Chair,10,99,0.15,841.5,67.29
4253,ORD04253,18-08-2025,WEST,CUST2934,Home Office,Electronics,Chair,5,149,,745,149.71
4254,ORD04254,02-08-2025,South,,Consumer,Office Supplies,Printer,1,199,0.1,179.1,12.92
4255,ORD04255,24-06-2025,East,,Home Office,Electronics,Monitor,6,799,,4794,270.2
4256,ORD04256,12-09-2024,West,CUST1591,Home Office,Furniture,Headphones,4,999,0,3996,288.03
4257,ORD04257,13-08-2024,WEST,,Home Office,Furniture,Tablet,4,799,0.05,3036.2,732.62
4258,ORD04258,16-12-2024,WEST,CUST2182,Home Office,Office Supplies,Printer,4,999,0.05,3796.2,211.15
4259,ORD04259,25-03-2025,West,,Consumer,Electronics,Tablet,4,149,0.15,506.6,147.82
4260,ORD04260,04-06-2024,East,,Home Office,Office Supplies,Headphones,5,199,,995,235.56
4261,ORD04261,03-09-2024,north,,Home Office,Electronics,Chair,6,99,,594,38.93
4262,ORD04262,27-07-2025,WEST,CUST1666,Corporate,Electronics,Tablet,7,999,0.1,6293.7,708.19
4263,ORD04263,11-04-2025,North,,Corporate,Electronics,Laptop,9,999,0.1,8091.9,522.22
4264,ORD04264,29-01-2025,North,CUST1895,Corporate,Electronics,Tablet,4,199,0,796,163.2
4265,ORD04265,29-09-2024,North,,Consumer,Office Supplies,Monitor,10,299,0.05,2840.5,759.91
4266,ORD04266,06-01-2024,East,,Home Office,Office Supplies,Printer,6,,0.1,534.6,157.25
4267,ORD04267,07-09-2025,north,,Corporate,Office Supplies,Laptop,10,799,0.1,7191,903.99
4268,ORD04268,19-05-2024,West,,Corporate,Electronics,Tablet,5,149,0,745,133.15
4269,ORD04269,30-08-2024,East,,Corporate,Electronics,Desk,4,199,0.1,716.4,129.33
4270,ORD04270,24-05-2024,WEST,,Corporate,Electronics,Tablet,,199,0.1,1074.6,64.8
4271,ORD04271,27-10-2024,South,,Home Office,Office Supplies,Printer,5,799,0.05,3795.25,936.26
4272,ORD04272,04-08-2024,WEST,CUST2469,Consumer,Furniture,Chair,9,199,0.15,1522.35,97.31
4273,ORD04273,07-02-2024,north,CUST2383,Corporate,Furniture,Desk,3,499,0,1497,441.31
4274,ORD04274,30-11-2025,WEST,,Corporate,Furniture,Desk,5,299,0,1495,272.77
4275,ORD04275,30-05-2024,North,,Home Office,Office Supplies,Headphones,2,799,0.15,1358.3,220.7
4276,ORD04276,14-08-2025,East,,Corporate,Furniture,Chair,10,999,0.15,8491.5,1312.67
4277,ORD04277,08-05-2025,South,,Consumer,Electronics,Desk,7,99,0,693,206.09
4278,ORD04278,11-09-2025,West,,Home Office,Electronics,Laptop,,499,,1996,556.72
4279,ORD04279,10-08-2025,West,,Home Office,Furniture,Tablet,5,149,0.15,633.25,89.65
4280,ORD04280,04-06-2025,East,,Corporate,Electronics,Printer,3,149,,447,120.03
4281,ORD04281,14-09-2025,WEST,CUST2963,Consumer,Furniture,Laptop,4,99,0.1,356.4,93.17
4282,ORD04282,09-05-2025,South,,Consumer,Furniture,Desk,1,299,0.05,284.05,31.03
4283,ORD04283,22-07-2025,East,,Corporate,Office Supplies,Desk,1,799,0.15,679.15,159.07
4284,ORD04284,20-12-2025,North,CUST2146,Consumer,Office Supplies,Printer,1,799,0.05,759.05,192.23
4285,ORD04285,04-04-2024,north,,Corporate,Office Supplies,Laptop,5,99,0,495,44.13
4286,ORD04286,10-06-2025,South,,Home Office,Office Supplies,Laptop,4,149,,596,138.53
4287,ORD04287,05-06-2024,South,,Corporate,Office Supplies,Chair,8,499,0.05,3792.4,689.52
4288,ORD04288,23-01-2025,North,,Home Office,Office Supplies,Desk,1,499,,499,113.02
4289,ORD04289,22-08-2024,WEST,CUST1957,Consumer,Office Supplies,Desk,9,199,0.05,1701.45,214.5
4290,ORD04290,05-07-2025,South,CUST2365,Corporate,Furniture,Phone,2,999,0.15,1698.3,417.19
4291,ORD04291,31-08-2024,North,CUST1720,Consumer,Office Supplies,Chair,9,299,0,2691,362.19
4292,ORD04292,23-04-2025,North,,Consumer,Electronics,Phone,9,199,,1791,229.15
4293,ORD04293,26-02-2025,West,,Home Office,Furniture,Printer,5,199,,995,199.85
4294,ORD04294,28-07-2024,East,,Corporate,Office Supplies,Headphones,10,299,0.1,2691,633.76
4295,ORD04295,28-07-2025,north,,Home Office,Furniture,Monitor,6,299,,1794,187.69
4296,ORD04296,22-03-2025,South,CUST1876,Consumer,Furniture,Desk,1,99,,99,21.74
4297,ORD04297,05-12-2025,East,CUST2346,Home Office,Office Supplies,Printer,8,999,0,7992,2211.86
4298,ORD04298,30-03-2025,West,,Home Office,Office Supplies,Chair,7,99,0.1,623.7,186.88
4299,ORD04299,27-05-2024,north,CUST1837,Home Office,Electronics,Printer,9,99,,891,155.12
4300,ORD04300,17-08-2024,East,,Home Office,Office Supplies,Laptop,8,799,,6392,965.77
4301,ORD04301,06-11-2025,West,CUST1352,Home Office,Office Supplies,Desk,4,499,0.15,1696.6,376.25
4302,ORD04302,22-11-2024,South,CUST1686,Corporate,Office Supplies,Monitor,2,999,0.1,1798.2,485.5
4303,ORD04303,02-10-2024,WEST,,Home Office,Furniture,Headphones,1,199,,199,52.25
4304,ORD04304,17-02-2024,North,,Consumer,Office Supplies,Headphones,2,999,0.05,1898.1,204.55
4305,ORD04305,13-03-2024,North,,Home Office,Electronics,Headphones,9,499,0,4491,819.73
4306,ORD04306,01-12-2025,South,CUST2069,Corporate,Office Supplies,Headphones,9,149,0.1,1206.9,138.32
4307,ORD04307,30-09-2025,South,CUST2664,Corporate,Furniture,Headphones,9,199,0.05,1701.45,322.13
4308,ORD04308,31-07-2024,East,,Corporate,Furniture,Headphones,8,299,0.1,2152.8,578.54
4309,ORD04309,05-02-2025,north,CUST2553,Corporate,Office Supplies,Chair,10,149,0.1,1341,73.85
4310,ORD04310,23-11-2024,South,,Home Office,Furniture,Monitor,7,499,0.05,3318.35,168.72
4311,ORD04311,01-10-2025,East,,Corporate,Furniture,Headphones,4,149,0.05,566.2,143.43
4312,ORD04312,03-01-2025,north,CUST1770,Corporate,Electronics,Headphones,3,799,0.05,2277.15,586.09
4313,ORD04313,22-06-2025,East,CUST1857,Corporate,Office Supplies,Monitor,4,149,,596,35.52
4314,ORD04314,11-08-2024,North,CUST2239,Home Office,Office Supplies,Printer,2,499,,998,124.88
4315,ORD04315,18-04-2025,East,,Corporate,Electronics,Phone,4,799,0,3196,222.06
4316,ORD04316,24-09-2024,West,CUST1561,Home Office,Office Supplies,Printer,1,99,,99,12.58
4317,ORD04317,20-05-2024,South,,Home Office,Furniture,Phone,4,299,,1196,165.35
4318,ORD04318,30-03-2025,north,CUST1542,Home Office,Electronics,Chair,5,799,0.15,3395.75,344
4319,ORD04319,17-11-2024,north,,Consumer,Office Supplies,Phone,9,799,0.15,6112.35,719.6
4320,ORD04320,16-03-2025,north,CUST2842,Consumer,Office Supplies,Printer,10,999,0.15,8491.5,1789.56
4321,ORD04321,20-11-2024,West,,Consumer,Electronics,Headphones,1,299,0,299,77.78
